FIGHTER_WIN;FIGHTER_LOSE;METHOD;METHOD_DESC;ROUND;TIME;EVENT_NAME;LOCATION
Andrei Arlovski;Aaron Brink;SUB;Armbar;1;0:55;UFC 28: High Stakes;Atlantic City, New Jersey, USA
Jens Pulver;John Lewis;KO/TKO;Punch;1;0:15;UFC 28: High Stakes;Atlantic City, New Jersey, USA
Mark Hughes;Alex Stiebling;U-DEC;;2;5:00;UFC 28: High Stakes;Atlantic City, New Jersey, USA
Ben Earwood;Chris Lytle;U-DEC;;2;5:00;UFC 28: High Stakes;Atlantic City, New Jersey, USA
Pedro Rizzo;Dan Severn;KO/TKO;Kicks;1;1:33;UFC 27: Ultimate Bad Boyz;New Orleans, Louisiana, USA
Maurice Smith;Bobby Hoffman;S-DEC;;3;5:00;UFC 27: Ultimate Bad Boyz;New Orleans, Louisiana, USA
Jeremy Horn;Eugene Jackson;SUB;Armbar;1;4:32;UFC 27: Ultimate Bad Boyz;New Orleans, Louisiana, USA
Fabiano Iha;Laverne Clark;SUB;Armbar;1;1:10;UFC 27: Ultimate Bad Boyz;New Orleans, Louisiana, USA
Yuki Kondo;Alexandre Dantas;KO/TKO;Flying Knee;3;2:28;UFC 27: Ultimate Bad Boyz;New Orleans, Louisiana, USA
Ian Freeman;Tedd Williams;U-DEC;;3;5:00;UFC 27: Ultimate Bad Boyz;New Orleans, Louisiana, USA
Jeff Monson;Tim Lajcik;U-DEC;;2;5:00;UFC 27: Ultimate Bad Boyz;New Orleans, Louisiana, USA
Brad Gumm;CJ Fernandes;U-DEC;;2;5:00;UFC 27: Ultimate Bad Boyz;New Orleans, Louisiana, USA
Kevin Randleman;Pedro Rizzo;U-DEC;;5;5:00;UFC 26: Ultimate Field Of Dreams;Cedar Rapids, Iowa, USA
Tyrone Roberts;David Dodd;U-DEC;;3;5:00;UFC 26: Ultimate Field Of Dreams;Cedar Rapids, Iowa, USA
Pat Miletich;John Alessio;SUB;Armbar;2;1:43;UFC 26: Ultimate Field Of Dreams;Cedar Rapids, Iowa, USA
Amaury Bitetti;Alex Andrade;DQ;;2;0:43;UFC 26: Ultimate Field Of Dreams;Cedar Rapids, Iowa, USA
Matt Hughes;Marcelo Aguiar;KO/TKO;;1;4:34;UFC 26: Ultimate Field Of Dreams;Cedar Rapids, Iowa, USA
Jens Pulver;Joao Roque;U-DEC;;3;5:00;UFC 26: Ultimate Field Of Dreams;Cedar Rapids, Iowa, USA
Ian Freeman;Nate Schroeder;KO/TKO;Knees;2;2:13;UFC 26: Ultimate Field Of Dreams;Cedar Rapids, Iowa, USA
Shonie Carter;Adrian Serrano;U-DEC;;2;5:00;UFC 26: Ultimate Field Of Dreams;Cedar Rapids, Iowa, USA
Tito Ortiz;Wanderlei Silva;U-DEC;;5;5:00;UFC 25: Ultimate Japan 3;Tokyo, Japan
Murilo Bustamante;Yoji Anjo;SUB;Arm Triangle;2;0:31;UFC 25: Ultimate Japan 3;Tokyo, Japan
Sanae Kikuta;Eugene Jackson;SUB;Armbar;1;4:38;UFC 25: Ultimate Japan 3;Tokyo, Japan
Ron Waterman;Satoshi Honma;U-DEC;;3;5:00;UFC 25: Ultimate Japan 3;Tokyo, Japan
Ikuhisa Minowa;Joe Slick;KO/TKO;;3;1:54;UFC 25: Ultimate Japan 3;Tokyo, Japan
Laverne Clark;Koji Oishi;M-DEC;;3;5:00;UFC 25: Ultimate Japan 3;Tokyo, Japan
Tedd Williams;Steve Judson;KO/TKO;Punch;1;3:23;UFC 24: First Defense;Lake Charles, Louisiana, USA
Lance Gibson;Jermaine Andre;KO/TKO;Knee;3;3:35;UFC 24: First Defense;Lake Charles, Louisiana, USA
Dave Menne;Fabiano Iha;U-DEC;;3;5:00;UFC 24: First Defense;Lake Charles, Louisiana, USA
Bob Cook;Tiki Ghosn;SUB;Rear Naked Choke;2;1:29;UFC 24: First Defense;Lake Charles, Louisiana, USA
Jens Pulver;David Velasquez;KO/TKO;Punches;2;2:41;UFC 24: First Defense;Lake Charles, Louisiana, USA
Scott Adams;Ian Freeman;SUB;Heel Hook;1;3:09;UFC 24: First Defense;Lake Charles, Louisiana, USA
Shonie Carter;Brad Gumm;U-DEC;;2;5:00;UFC 24: First Defense;Lake Charles, Louisiana, USA
Kevin Randleman;Pete Williams;U-DEC;;5;5:00;UFC 23: Ultimate Japan 2;Chiba, Japan
Pedro Rizzo;Tsuyoshi Kohsaka;KO/TKO;Punch;3;1:17;UFC 23: Ultimate Japan 2;Chiba, Japan
Kenichi Yamamoto;Katsuhisa Fujii;SUB;Kneebar;2;4:15;UFC 23: Ultimate Japan 2;Chiba, Japan
Joe Slick;Jason DeLucia;KO/TKO;;1;1:28;UFC 23: Ultimate Japan 2;Chiba, Japan
Eugene Jackson;Keiichiro Yamamiya;KO/TKO;Punch;3;3:12;UFC 23: Ultimate Japan 2;Chiba, Japan
Kenichi Yamamoto;Daiju Takase;U-DEC;;3;5:00;UFC 23: Ultimate Japan 2;Chiba, Japan
Katsuhisa Fujii;Masutatsu Yano;KO/TKO;Punches;2;3:12;UFC 23: Ultimate Japan 2;Chiba, Japan
Frank Shamrock;Tito Ortiz;KO/TKO;Punches;4;4:42;UFC 22: Only One Can be Champion;Lake Charles, Louisiana, USA
Tim Lajcik;Ron Waterman;U-DEC;;3;5:00;UFC 22: Only One Can be Champion;Lake Charles, Louisiana, USA
Jeremy Horn;Jason Godsey;SUB;Armbar;1;2:08;UFC 22: Only One Can be Champion;Lake Charles, Louisiana, USA
Brad Kohler;Steve Judson;KO/TKO;Punch;1;0:30;UFC 22: Only One Can be Champion;Lake Charles, Louisiana, USA
Chuck Liddell;Paul Jones;KO/TKO;;1;3:53;UFC 22: Only One Can be Champion;Lake Charles, Louisiana, USA
Matt Hughes;Valeri Ignatov;U-DEC;;3;5:00;UFC 22: Only One Can be Champion;Lake Charles, Louisiana, USA
John Lewis;Lowell Anderson;KO/TKO;;3;0:13;UFC 22: Only One Can be Champion;Lake Charles, Louisiana, USA
Jens Pulver;Alfonso Alcarez;M-DEC;;2;5:00;UFC 22: Only One Can be Champion;Lake Charles, Louisiana, USA
Maurice Smith;Marco Ruas;KO/TKO;;1;5:00;UFC 21: Return of the Champions;Cedar Rapids, Iowa, USA
Pat Miletich;Andre Pederneiras;KO/TKO;;2;1:34;UFC 21: Return of the Champions;Cedar Rapids, Iowa, USA
Jeremy Horn;Daiju Takase;KO/TKO;Elbows;1;4:41;UFC 21: Return of the Champions;Cedar Rapids, Iowa, USA
Paul Jones;Flavio Luiz Moura;SUB;Rear Naked Choke;1;4:20;UFC 21: Return of the Champions;Cedar Rapids, Iowa, USA
Tsuyoshi Kohsaka;Tim Lajcik;KO/TKO;;2;5:00;UFC 21: Return of the Champions;Cedar Rapids, Iowa, USA
Eugene Jackson;Royce Alger;KO/TKO;Punch;2;1:19;UFC 21: Return of the Champions;Cedar Rapids, Iowa, USA
Andre Roberts;Ron Waterman;KO/TKO;Punch;1;2:51;UFC 21: Return of the Champions;Cedar Rapids, Iowa, USA
Travis Fulton;David Dodd;U-DEC;;2;5:00;UFC 21: Return of the Champions;Cedar Rapids, Iowa, USA
Bas Rutten;Kevin Randleman;S-DEC;;3;3:00;UFC 20: Battle for the Gold;Birmingham, Alabama, USA
Pedro Rizzo;Tra Telligman;KO/TKO;Punch;1;4:30;UFC 20: Battle for the Gold;Birmingham, Alabama, USA
Pete Williams;Travis Fulton;SUB;Armbar;1;6:28;UFC 20: Battle for the Gold;Birmingham, Alabama, USA
Wanderlei Silva;Tony Petarra;KO/TKO;Knees;1;2:53;UFC 20: Battle for the Gold;Birmingham, Alabama, USA
Marcelo Mello;David Roberts;KO/TKO;Elbows;1;1:23;UFC 20: Battle for the Gold;Birmingham, Alabama, USA
Laverne Clark;Fabiano Iha;KO/TKO;;1;1:21;UFC 20: Battle for the Gold;Birmingham, Alabama, USA
Ron Waterman;Chris Condo;KO/TKO;Punches;1;0:28;UFC 20: Battle for the Gold;Birmingham, Alabama, USA
Tito Ortiz;Guy Mezger;KO/TKO;Punches;1;9:56;UFC 19: Ultimate Young Guns;Bay St. Louis, Mississippi, USA
Gary Goodridge;Andre Roberts;KO/TKO;Punches;1;0:43;UFC 19: Ultimate Young Guns;Bay St. Louis, Mississippi, USA
Jeremy Horn;Chuck Liddell;SUB;Arm Triangle;1;12:00;UFC 19: Ultimate Young Guns;Bay St. Louis, Mississippi, USA
Kevin Randleman;Maurice Smith;U-DEC;;2;3:00;UFC 19: Ultimate Young Guns;Bay St. Louis, Mississippi, USA
Evan Tanner;Valeri Ignatov;KO/TKO;Elbows;1;2:58;UFC 19: Ultimate Young Guns;Bay St. Louis, Mississippi, USA
Pete Williams;Jason Godsey;SUB;Kneebar;1;1:56;UFC 19: Ultimate Young Guns;Bay St. Louis, Mississippi, USA
Sione Latu;Joey Roberts;KO/TKO;;1;10:01;UFC 19: Ultimate Young Guns;Bay St. Louis, Mississippi, USA
Bas Rutten;Tsuyoshi Kohsaka;KO/TKO;Punches;2;2:15;UFC 18: The Road to the Heavyweight Title;New Orleans, Louisiana, USA
Pat Miletich;Jorge Patino;U-DEC;;3;3:00;UFC 18: The Road to the Heavyweight Title;New Orleans, Louisiana, USA
Pedro Rizzo;Mark Coleman;S-DEC;;2;3:00;UFC 18: The Road to the Heavyweight Title;New Orleans, Louisiana, USA
Tito Ortiz;Jerry Bohlander;KO/TKO;;2;2:31;UFC 18: The Road to the Heavyweight Title;New Orleans, Louisiana, USA
Mikey Burnett;Townsend Saunders;U-DEC;;2;3:00;UFC 18: The Road to the Heavyweight Title;New Orleans, Louisiana, USA
Evan Tanner;Darrel Gholar;SUB;Rear Naked Choke;1;7:57;UFC 18: The Road to the Heavyweight Title;New Orleans, Louisiana, USA
Laverne Clark;Frank Caracci;KO/TKO;Punches;1;6:52;UFC 18: The Road to the Heavyweight Title;New Orleans, Louisiana, USA
Frank Shamrock;John Lober;SUB;Neck Crank;1;7:40;UFC - Ultimate Brazil;Sao Paulo, Brazil
Vitor Belfort;Wanderlei Silva;KO/TKO;Punches;1;0:44;UFC - Ultimate Brazil;Sao Paulo, Brazil
Pedro Rizzo;David Abbott;KO/TKO;Punch;1;8:07;UFC - Ultimate Brazil;Sao Paulo, Brazil
Pat Miletich;Mikey Burnett;S-DEC;;3;3:00;UFC - Ultimate Brazil;Sao Paulo, Brazil
Tsuyoshi Kohsaka;Pete Williams;U-DEC;;2;3:00;UFC - Ultimate Brazil;Sao Paulo, Brazil
Ebenezer Fontes Braga;Jeremy Horn;SUB;Guillotine Choke;1;3:27;UFC - Ultimate Brazil;Sao Paulo, Brazil
Tulio Palhares;Adriano Santos;KO/TKO;Punches;1;9:00;UFC - Ultimate Brazil;Sao Paulo, Brazil
Cesar Marscucci;Paulo Santos;KO/TKO;;1;10:27;UFC - Ultimate Brazil;Sao Paulo, Brazil
Frank Shamrock;Jeremy Horn;SUB;Kneebar;2;1:28;UFC 17: Redemption;Mobile, Alabama, USA
Pete Williams;Mark Coleman;KO/TKO;Kick;2;0:38;UFC 17: Redemption;Mobile, Alabama, USA
Dan Henderson;Carlos Newton;S-DEC;;2;3:00;UFC 17: Redemption;Mobile, Alabama, USA
David Abbott;Hugo Duarte;KO/TKO;Punches;1;0:43;UFC 17: Redemption;Mobile, Alabama, USA
Mike van Arsdale;Joe Pardo;SUB;Keylock;1;11:01;UFC 17: Redemption;Mobile, Alabama, USA
Carlos Newton;Bob Gilstrap;SUB;Triangle Choke;1;0:52;UFC 17: Redemption;Mobile, Alabama, USA
Dan Henderson;Allan Goes;U-DEC;;2;3:00;UFC 17: Redemption;Mobile, Alabama, USA
Andre Roberts;Harry Moskowitz;U-DEC;;2;3:00;UFC 17: Redemption;Mobile, Alabama, USA
Chuck Liddell;Noe Hernandez;U-DEC;;1;12:00;UFC 17: Redemption;Mobile, Alabama, USA
Frank Shamrock;Igor Zinoviev;KO/TKO;Slam;1;0:22;UFC 16: Battle in the Bayou;New Orleans, Louisiana, USA
Tsuyoshi Kohsaka;Kimo Leopoldo;U-DEC;;2;3:00;UFC 16: Battle in the Bayou;New Orleans, Louisiana, USA
Pat Miletich;Chris Brennan;SUB;Other - Choke;1;9:02;UFC 16: Battle in the Bayou;New Orleans, Louisiana, USA
Jerry Bohlander;Kevin Jackson;SUB;Armbar;1;10:23;UFC 16: Battle in the Bayou;New Orleans, Louisiana, USA
Pat Miletich;Townsend Saunders;S-DEC;;2;3:00;UFC 16: Battle in the Bayou;New Orleans, Louisiana, USA
Mikey Burnett;Eugenio Tadeu;KO/TKO;Punches;1;9:45;UFC 16: Battle in the Bayou;New Orleans, Louisiana, USA
Chris Brennan;Courtney Turner;SUB;Armbar;1;1:20;UFC 16: Battle in the Bayou;New Orleans, Louisiana, USA
Laverne Clark;Josh Stuart;KO/TKO;;1;1:15;UFC 16: Battle in the Bayou;New Orleans, Louisiana, USA
Randy Couture;Maurice Smith;M-DEC;;3;3:00;UFC - Ultimate Japan;Yokohama, Kanagawa, Japan
Kazushi Sakuraba;Marcus Silveira;SUB;Armbar;1;3:44;UFC - Ultimate Japan;Yokohama, Kanagawa, Japan
Vitor Belfort;Joe Charles;SUB;Armbar;1;4:03;UFC - Ultimate Japan;Yokohama, Kanagawa, Japan
Frank Shamrock;Kevin Jackson;SUB;Armbar;1;0:16;UFC - Ultimate Japan;Yokohama, Kanagawa, Japan
Kazushi Sakuraba;Marcus Silveira;Overturned;;1;1:51;UFC - Ultimate Japan;Yokohama, Kanagawa, Japan
David Abbott;Yoji Anjo;U-DEC;;2;3:00;UFC - Ultimate Japan;Yokohama, Kanagawa, Japan
Tra Telligman;Brad Kohler;SUB;Armbar;1;10:05;UFC - Ultimate Japan;Yokohama, Kanagawa, Japan
Maurice Smith;David Abbott;SUB;Other;1;8:08;UFC 15: Collision Course;Bay St. Louis, Mississippi, USA
Mark Kerr;Dwayne Cason;SUB;Rear Naked Choke;1;0:53;UFC 15: Collision Course;Bay St. Louis, Mississippi, USA
Randy Couture;Vitor Belfort;KO/TKO;Punches;1;8:16;UFC 15: Collision Course;Bay St. Louis, Mississippi, USA
Dave Beneteau;Carlos Barreto;U-DEC;;2;3:00;UFC 15: Collision Course;Bay St. Louis, Mississippi, USA
Mark Kerr;Greg Stott;KO/TKO;Knee;1;0:17;UFC 15: Collision Course;Bay St. Louis, Mississippi, USA
Dwayne Cason;Houston Dorr;KO/TKO;Punches;1;3:43;UFC 15: Collision Course;Bay St. Louis, Mississippi, USA
Alex Hunter;Harry Moskowitz;S-DEC;;1;12:00;UFC 15: Collision Course;Bay St. Louis, Mississippi, USA
Maurice Smith;Mark Coleman;U-DEC;;3;3:00;UFC 14: Showdown;Birmingham, Alabama, USA
Mark Kerr;Dan Bobish;SUB;Other;1;1:38;UFC 14: Showdown;Birmingham, Alabama, USA
Kevin Jackson;Tony Fryklund;SUB;Rear Naked Choke;1;0:44;UFC 14: Showdown;Birmingham, Alabama, USA
Dan Bobish;Brian Johnston;SUB;Forearm Choke;1;2:10;UFC 14: Showdown;Birmingham, Alabama, USA
Mark Kerr;Moti Horenstein;KO/TKO;Punches;1;2:22;UFC 14: Showdown;Birmingham, Alabama, USA
Kevin Jackson;Todd Butler;KO/TKO;Punches;1;1:27;UFC 14: Showdown;Birmingham, Alabama, USA
Joe Moreira;Yuri Vaulin;U-DEC;;2;3:00;UFC 14: Showdown;Birmingham, Alabama, USA
Alex Hunter;Sam Fulton;SUB;Other;1;2:30;UFC 14: Showdown;Birmingham, Alabama, USA
Tony Fryklund;Donnie Chappell;SUB;Other - Choke;1;1:31;UFC 14: Showdown;Birmingham, Alabama, USA
Vitor Belfort;David Abbott;KO/TKO;Punches;1;0:52;UFC 13: The Ultimate Force;Augusta, Georgia, USA
Randy Couture;Steven Graham;KO/TKO;Punches;1;3:13;UFC 13: The Ultimate Force;Augusta, Georgia, USA
Guy Mezger;Tito Ortiz;SUB;Guillotine Choke;1;2:00;UFC 13: The Ultimate Force;Augusta, Georgia, USA
Randy Couture;Tony Halme;SUB;Rear Naked Choke;1;0:56;UFC 13: The Ultimate Force;Augusta, Georgia, USA
Steven Graham;Dmitri Stepanov;SUB;Keylock;1;1:30;UFC 13: The Ultimate Force;Augusta, Georgia, USA
Enson Inoue;Royce Alger;SUB;Armbar;1;1:36;UFC 13: The Ultimate Force;Augusta, Georgia, USA
Guy Mezger;Christophe Leninger;U-DEC;;2;3:00;UFC 13: The Ultimate Force;Augusta, Georgia, USA
Jack Nilson;Saeed Hosseini;KO/TKO;Elbows;1;1:23;UFC 13: The Ultimate Force;Augusta, Georgia, USA
Tito Ortiz;Wes Albritton;KO/TKO;Punches;1;0:31;UFC 13: The Ultimate Force;Augusta, Georgia, USA
Mark Coleman;Dan Severn;SUB;Neck Crank;1;2:57;UFC 12: Judgement Day;Dothan, Alabama, USA
Vitor Belfort;Scott Ferrozzo;KO/TKO;Punches;1;0:43;UFC 12: Judgement Day;Dothan, Alabama, USA
Jerry Bohlander;Nick Sanzo;SUB;Neck Crank;1;0:39;UFC 12: Judgement Day;Dothan, Alabama, USA
Vitor Belfort;Tra Telligman;KO/TKO;Elbows;1;1:17;UFC 12: Judgement Day;Dothan, Alabama, USA
Scott Ferrozzo;Jim Mullen;KO/TKO;Knees;1;8:02;UFC 12: Judgement Day;Dothan, Alabama, USA
Yoshiki Takahashi;Wallid Ismail;U-DEC;;2;3:00;UFC 12: Judgement Day;Dothan, Alabama, USA
Jerry Bohlander;Rainy Martinez;SUB;Rear Naked Choke;1;1:24;UFC 12: Judgement Day;Dothan, Alabama, USA
Justin Martin;Eric Martin;SUB;Heel Hook;1;0:14;UFC 12: Judgement Day;Dothan, Alabama, USA
Nick Sanzo;Jackie Lee;KO/TKO;;1;0:48;UFC 12: Judgement Day;Dothan, Alabama, USA
Don Frye;David Abbott;SUB;Rear Naked Choke;1;1:22;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
David Abbott;Steve Nelmark;KO/TKO;Punch;1;1:03;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
Don Frye;Mark Hall;SUB;Ankle Lock;1;0:20;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
Ken Shamrock;Brian Johnston;SUB;Forearm Choke;1;5:48;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
Kimo Leopoldo;Paul Varelans;KO/TKO;Punches;1;9:08;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
David Abbott;Cal Worsham;KO/TKO;Punches;1;2:51;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
Don Frye;Gary Goodridge;SUB;Other;1;11:19;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
Tai Bowden;Jack Nilson;KO/TKO;Headbutts;1;4:46;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
Steve Nelmark;Marcus Bossett;SUB;Other - Choke;1;1:37;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
Mark Hall;Felix Lee Mitchell;KO/TKO;;1;1:45;UFC - Ultimate Ultimate '96;Birmingham, Alabama, USA
Scott Ferrozzo;David Abbott;U-DEC;;2;3:00;UFC 11: The Proving Ground;Augusta, Georgia, USA
Mark Coleman;Brian Johnston;KO/TKO;Punches;1;2:20;UFC 11: The Proving Ground;Augusta, Georgia, USA
Jerry Bohlander;Fabio Gurgel;U-DEC;;1;15:00;UFC 11: The Proving Ground;Augusta, Georgia, USA
David Abbott;Sam Adkins;SUB;Forearm Choke;1;2:06;UFC 11: The Proving Ground;Augusta, Georgia, USA
Brian Johnston;Reza Nasri;KO/TKO;Punches;1;0:28;UFC 11: The Proving Ground;Augusta, Georgia, USA
Mark Coleman;Julian Sanchez;SUB;Neck Crank;1;0:45;UFC 11: The Proving Ground;Augusta, Georgia, USA
Roberto Traven;Dave Berry;KO/TKO;Punches;1;1:33;UFC 11: The Proving Ground;Augusta, Georgia, USA
Scott Ferrozzo;Sam Fulton;SUB;Injury;1;1:45;UFC 11: The Proving Ground;Augusta, Georgia, USA
Mark Coleman;Don Frye;KO/TKO;Headbutts;1;11:34;UFC 10: The Tournament;Birmingham, Alabama, USA
Mark Coleman;Gary Goodridge;SUB;Other;1;7:00;UFC 10: The Tournament;Birmingham, Alabama, USA
Don Frye;Brian Johnston;KO/TKO;Elbows;1;4:37;UFC 10: The Tournament;Birmingham, Alabama, USA
Gary Goodridge;John Campetella;KO/TKO;Punches;1;1:28;UFC 10: The Tournament;Birmingham, Alabama, USA
Mark Coleman;Moti Horenstein;KO/TKO;Punches;1;2:43;UFC 10: The Tournament;Birmingham, Alabama, USA
Brian Johnston;Scott Fiedler;KO/TKO;Punches;1;2:25;UFC 10: The Tournament;Birmingham, Alabama, USA
Don Frye;Mark Hall;KO/TKO;Headbutt;1;10:21;UFC 10: The Tournament;Birmingham, Alabama, USA
Sam Adkins;Felix Lee Mitchell;U-DEC;;2;3:00;UFC 10: The Tournament;Birmingham, Alabama, USA
Geza Kalman;Dieusel Berto;KO/TKO;Punches;1;5:57;UFC 10: The Tournament;Birmingham, Alabama, USA
Dan Severn;Ken Shamrock;S-DEC;;3;3:00;UFC 9: Motor City Madness;Detroit, Michigan, USA
Don Frye;Amaury Bitetti;KO/TKO;Knees;1;9:30;UFC 9: Motor City Madness;Detroit, Michigan, USA
Mark Hall;Koji Kitao;KO/TKO;;1;0:47;UFC 9: Motor City Madness;Detroit, Michigan, USA
Mark Schultz;Gary Goodridge;KO/TKO;;1;12:00;UFC 9: Motor City Madness;Detroit, Michigan, USA
Rafael Carino;Matt Andersen;KO/TKO;Punches;1;5:32;UFC 9: Motor City Madness;Detroit, Michigan, USA
Cal Worsham;Zane Frazier;KO/TKO;Punches;1;3:14;UFC 9: Motor City Madness;Detroit, Michigan, USA
Steve Nelmark;Tai Bowden;KO/TKO;;1;7:25;UFC 9: Motor City Madness;Detroit, Michigan, USA
Don Frye;Gary Goodridge;KO/TKO;Punches;1;2:14;UFC 8: David vs Goliath;San Juan, Puerto Rico
Ken Shamrock;Kimo Leopoldo;SUB;Kneebar;1;4:24;UFC 8: David vs Goliath;San Juan, Puerto Rico
Gary Goodridge;Jerry Bohlander;KO/TKO;Punch;1;5:31;UFC 8: David vs Goliath;San Juan, Puerto Rico
Don Frye;Sam Adkins;KO/TKO;;1;0:48;UFC 8: David vs Goliath;San Juan, Puerto Rico
Gary Goodridge;Paul Herrera;KO/TKO;Elbows;1;0:13;UFC 8: David vs Goliath;San Juan, Puerto Rico
Jerry Bohlander;Scott Ferrozzo;SUB;Guillotine Choke;1;9:03;UFC 8: David vs Goliath;San Juan, Puerto Rico
Paul Varelans;Joe Moreira;U-DEC;;1;10:00;UFC 8: David vs Goliath;San Juan, Puerto Rico
Don Frye;Thomas Ramirez;KO/TKO;Punch;1;0:08;UFC 8: David vs Goliath;San Juan, Puerto Rico
Sam Adkins;Keith Mielke;KO/TKO;Punches;1;0:50;UFC 8: David vs Goliath;San Juan, Puerto Rico
Dan Severn;Oleg Taktarov;U-DEC;;2;3:00;UFC - Ultimate Ultimate '95;Denver, Colorado, USA
Oleg Taktarov;Marco Ruas;U-DEC;;1;18:00;UFC - Ultimate Ultimate '95;Denver, Colorado, USA
Dan Severn;David Abbott;U-DEC;;1;18:00;UFC - Ultimate Ultimate '95;Denver, Colorado, USA
Oleg Taktarov;Dave Beneteau;SUB;Ankle Lock;1;1:15;UFC - Ultimate Ultimate '95;Denver, Colorado, USA
Marco Ruas;Keith Hackney;SUB;Rear Naked Choke;1;2:39;UFC - Ultimate Ultimate '95;Denver, Colorado, USA
Dan Severn;Paul Varelans;SUB;Arm Triangle;1;1:01;UFC - Ultimate Ultimate '95;Denver, Colorado, USA
David Abbott;Steve Jennum;SUB;Neck Crank;1;1:14;UFC - Ultimate Ultimate '95;Denver, Colorado, USA
Mark Hall;Trent Jenkins;SUB;;1;5:29;UFC - Ultimate Ultimate '95;Denver, Colorado, USA
Joe Charles;Scott Bessac;SUB;Armbar;1;4:38;UFC - Ultimate Ultimate '95;Denver, Colorado, USA
Marco Ruas;Paul Varelans;KO/TKO;Kicks;1;13:17;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Ken Shamrock;Oleg Taktarov;Other;;2;3:00;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Marco Ruas;Remco Pardoel;SUB;Other;1;12:27;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Paul Varelans;Mark Hall;SUB;Keylock;1;1:01;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Marco Ruas;Larry Cureton;SUB;Heel Hook;1;3:23;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Remco Pardoel;Ryan Parker;SUB;Gi Choke;1;3:05;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Mark Hall;Harold Howard;KO/TKO;Punches;1;1:41;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Paul Varelans;Gerry Harris;KO/TKO;Elbows;1;1:05;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Scott Bessac;David Hood;SUB;Guillotine Choke;1;0:31;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Onassis Parungao;Francesco Maturi;KO/TKO;;1;5:26;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Joel Sutton;Geza Kalman;KO/TKO;;1;0:48;UFC 7: The Brawl in Buffalo;Buffalo, New York, USA
Oleg Taktarov;David Abbott;SUB;Rear Naked Choke;1;17:45;UFC 6: Clash of the Titans;Casper, Wyoming, USA
Ken Shamrock;Dan Severn;SUB;Guillotine Choke;1;2:14;UFC 6: Clash of the Titans;Casper, Wyoming, USA
Oleg Taktarov;Anthony Macias;SUB;Guillotine Choke;1;0:09;UFC 6: Clash of the Titans;Casper, Wyoming, USA
David Abbott;Paul Varelans;KO/TKO;Punches;1;1:53;UFC 6: Clash of the Titans;Casper, Wyoming, USA
Oleg Taktarov;Dave Beneteau;SUB;Guillotine Choke;1;0:57;UFC 6: Clash of the Titans;Casper, Wyoming, USA
Patrick Smith;Rudyard Moncayo;SUB;Other - Choke;1;1:08;UFC 6: Clash of the Titans;Casper, Wyoming, USA
Paul Varelans;Cal Worsham;KO/TKO;Elbow;1;1:02;UFC 6: Clash of the Titans;Casper, Wyoming, USA
David Abbott;John Matua;KO/TKO;Punches;1;0:20;UFC 6: Clash of the Titans;Casper, Wyoming, USA
Anthony Macias;He-Man Gipson;KO/TKO;Headbutts;1;3:06;UFC 6: Clash of the Titans;Casper, Wyoming, USA
Joel Sutton;Jack McGlaughlin;KO/TKO;Punches;1;2:01;UFC 6: Clash of the Titans;Casper, Wyoming, USA
Dan Severn;Dave Beneteau;SUB;Keylock;1;3:01;UFC 5: The Return of the Beast;Charlotte, North Carolina, USA
Ken Shamrock;Royce Gracie;Other;;2;5:00;UFC 5: The Return of the Beast;Charlotte, North Carolina, USA
Dan Severn;Oleg Taktarov;KO/TKO;;1;4:21;UFC 5: The Return of the Beast;Charlotte, North Carolina, USA
Dave Beneteau;Todd Medina;KO/TKO;Punches;1;2:12;UFC 5: The Return of the Beast;Charlotte, North Carolina, USA
Dan Severn;Joe Charles;SUB;Rear Naked Choke;1;1:38;UFC 5: The Return of the Beast;Charlotte, North Carolina, USA
Oleg Taktarov;Ernie Verdicia;SUB;Neck Crank;1;2:23;UFC 5: The Return of the Beast;Charlotte, North Carolina, USA
Todd Medina;Larry Cureton;SUB;Forearm Choke;1;2:55;UFC 5: The Return of the Beast;Charlotte, North Carolina, USA
Jon Hess;Andy Anderson;KO/TKO;Knees;1;1:23;UFC 5: The Return of the Beast;Charlotte, North Carolina, USA
Guy Mezger;John Dowdy;KO/TKO;Punches;1;2:02;UFC 5: The Return of the Beast;Charlotte, North Carolina, USA
